Addr	OpCode	OpCode2	Op
0a9a	0316		SetPointOtherBGR(POP3, POP2, POP1)
0a9b	0100		CLEAR
0a9c	0110	0001	PUSH #0001
0a9e	0110	0001	PUSH #0001
0aa0	0310		SetActivePoint(POP2, POP1)
0aa1	0100		CLEAR
0aa2	0110	0010	PUSH #0010
0aa4	0110	0004	PUSH #0004
0aa6	0311		SetPointMeshCoordsXZ(POP2, POP1)
0aa7	0100		CLEAR
0aa8	0110	0001	PUSH #0001
0aaa	0110	0f9f	PUSH #0f9f
0aac	0312		SetPointCoordsInMeshXZ(POP2, POP1)
0aad	0100		CLEAR
0aae	0110	003c	PUSH #003c
0ab0	0110	0078	PUSH #0078
0ab2	0110	008c	PUSH #008c
0ab4	0313		SetPointTerrainBGR(POP3, POP2, POP1)
0ab5	0100		CLEAR
0ab6	0110	000a	PUSH #000a
0ab8	0110	000a	PUSH #000a
0aba	0314		SetPointDropoffParams(POP2, POP1)
0abb	0100		CLEAR
0abc	0110	0000	PUSH #0000
0abe	0110	0005	PUSH #0005
0ac0	0110	0037	PUSH #0037
0ac2	0315		SetPointSkyBGR(POP3, POP2, POP1)
0ac3	0100		CLEAR
0ac4	0110	00c3	PUSH #00c3
0ac6	0110	00ff	PUSH #00ff
0ac8	0110	00eb	PUSH #00eb
0aca	0316		SetPointOtherBGR(POP3, POP2, POP1)
0acb	0100		CLEAR
0acc	0110	0002	PUSH #0002
0ace	0110	0001	PUSH #0001
0ad0	0310		SetActivePoint(POP2, POP1)
0ad1	0100		CLEAR
0ad2	0110	000a	PUSH #000a
0ad4	0110	0014	PUSH #0014
0ad6	0311		SetPointMeshCoordsXZ(POP2, POP1)
0ad7	0100		CLEAR
0ad8	0110	15e0	PUSH #15e0
0ada	0110	17f2	PUSH #17f2
0adc	0312		SetPointCoordsInMeshXZ(POP2, POP1)
0add	0100		CLEAR
0ade	0110	00ff	PUSH #00ff
0ae0	0110	0082	PUSH #0082
0ae2	0110	0028	PUSH #0028
0ae4	0313		SetPointTerrainBGR(POP3, POP2, POP1)
0ae5	0100		CLEAR
0ae6	0110	000a	PUSH #000a
0ae8	0110	000a	PUSH #000a
0aea	0314		SetPointDropoffParams(POP2, POP1)
0aeb	0100		CLEAR
0aec	0110	0082	PUSH #0082
0aee	0110	0078	PUSH #0078
0af0	0110	00b4	PUSH #00b4
0af2	0315		SetPointSkyBGR(POP3, POP2, POP1)
0af3	0100		CLEAR
0af4	0110	00f0	PUSH #00f0
0af6	0110	0064	PUSH #0064
0af8	0110	0032	PUSH #0032
0afa	0316		SetPointOtherBGR(POP3, POP2, POP1)
0afb	0100		CLEAR
0afc	0110	0003	PUSH #0003
0afe	0110	0000	PUSH #0000
0b00	0310		SetActivePoint(POP2, POP1)
0b01	0100		CLEAR
0b02	0110	000e	PUSH #000e
0b04	0110	0012	PUSH #0012
0b06	0311		SetPointMeshCoordsXZ(POP2, POP1)
0b07	0100		CLEAR
0b08	0110	14ad	PUSH #14ad
0b0a	0110	1deb	PUSH #1deb
0b0c	0312		SetPointCoordsInMeshXZ(POP2, POP1)
0b0d	0100		CLEAR
0b0e	0110	0004	PUSH #0004
0b10	0110	0000	PUSH #0000
0b12	0310		SetActivePoint(POP2, POP1)
0b13	0100		CLEAR
0b14	0110	0016	PUSH #0016
0b16	0110	0012	PUSH #0012
0b18	0311		SetPointMeshCoordsXZ(POP2, POP1)
0b19	0100		CLEAR
0b1a	0110	1b5d	PUSH #1b5d
0b1c	0110	0042	PUSH #0042
0b1e	0312		SetPointCoordsInMeshXZ(POP2, POP1)
0b1f	0100		CLEAR
0b20	0110	0005	PUSH #0005
0b22	0110	0000	PUSH #0000
0b24	0310		SetActivePoint(POP2, POP1)
0b25	0100		CLEAR
0b26	0110	000f	PUSH #000f
0b28	0110	0008	PUSH #0008
0b2a	0311		SetPointMeshCoordsXZ(POP2, POP1)
0b2b	0100		CLEAR
0b2c	0110	18ad	PUSH #18ad
0b2e	0110	1270	PUSH #1270
0b30	0312		SetPointCoordsInMeshXZ(POP2, POP1)
0b31	0100		CLEAR
0b32	0110	0009	PUSH #0009
0b34	0110	0000	PUSH #0000
0b36	0310		SetActivePoint(POP2, POP1)
0b37	0100		CLEAR
0b38	0110	0016	PUSH #0016
0b3a	0110	000e	PUSH #000e
0b3c	0311		SetPointMeshCoordsXZ(POP2, POP1)
0b3d	0100		CLEAR
0b3e	0110	1505	PUSH #1505
0b40	0110	14e1	PUSH #14e1
0b42	0312		SetPointCoordsInMeshXZ(POP2, POP1)
0b43	0100		CLEAR
0b44	0110	000a	PUSH #000a
0b46	0110	0000	PUSH #0000
0b48	0310		SetActivePoint(POP2, POP1)
0b49	0100		CLEAR
0b4a	0110	0018	PUSH #0018
0b4c	0110	0014	PUSH #0014
0b4e	0311		SetPointMeshCoordsXZ(POP2, POP1)
0b4f	0100		CLEAR
0b50	0110	1a36	PUSH #1a36
0b52	0110	15dc	PUSH #15dc
0b54	0312		SetPointCoordsInMeshXZ(POP2, POP1)
0b55	0100		CLEAR
0b56	0110	000b	PUSH #000b
0b58	0110	0000	PUSH #0000
0b5a	0310		SetActivePoint(POP2, POP1)
0b5b	0100		CLEAR
0b5c	0110	000d	PUSH #000d
0b5e	0110	000e	PUSH #000e
0b60	0311		SetPointMeshCoordsXZ(POP2, POP1)
0b61	0100		CLEAR
0b62	0110	0cb9	PUSH #0cb9
0b64	0110	1763	PUSH #1763
0b66	0312		SetPointCoordsInMeshXZ(POP2, POP1)
0b67	0100		CLEAR
0b68	0110	000c	PUSH #000c
0b6a	0110	0000	PUSH #0000
0b6c	0310		SetActivePoint(POP2, POP1)
0b6d	0100		CLEAR
0b6e	0110	000d	PUSH #000d
0b70	0110	0016	PUSH #0016
0b72	0311		SetPointMeshCoordsXZ(POP2, POP1)
0b73	0100		CLEAR
0b74	0110	18d9	PUSH #18d9
0b76	0110	086d	PUSH #086d
0b78	0312		SetPointCoordsInMeshXZ(POP2, POP1)
0b79	0100		CLEAR
0b7a	0110	000d	PUSH #000d
0b7c	0110	0000	PUSH #0000
0b7e	0310		SetActivePoint(POP2, POP1)
0b7f	0100		CLEAR
0b80	0110	000b	PUSH #000b
0b82	0110	000f	PUSH #000f
0b84	0311		SetPointMeshCoordsXZ(POP2, POP1)
0b85	0100		CLEAR
0b86	0110	0b45	PUSH #0b45
0b88	0110	1896	PUSH #1896
0b8a	0312		SetPointCoordsInMeshXZ(POP2, POP1)
0b8b	0100		CLEAR
0b8c	0110	000e	PUSH #000e
0b8e	0110	0000	PUSH #0000
0b90	0310		SetActivePoint(POP2, POP1)
0b91	0100		CLEAR
0b92	0110	0010	PUSH #0010
0b94	0110	0004	PUSH #0004
0b96	0311		SetPointMeshCoordsXZ(POP2, POP1)
0b97	0100		CLEAR
0b98	0110	0001	PUSH #0001
0b9a	0110	0f9f	PUSH #0f9f
0b9c	0312		SetPointCoordsInMeshXZ(POP2, POP1)
0b9d	0100		CLEAR
0b9e	0110	000f	PUSH #000f
0ba0	0110	0000	PUSH #0000
0ba2	0310		SetActivePoint(POP2, POP1)
0ba3	0100		CLEAR
0ba4	0110	001a	PUSH #001a
0ba6	0110	0018	PUSH #0018
0ba8	0311		SetPointMeshCoordsXZ(POP2, POP1)
0ba9	0100		CLEAR
0baa	0110	1b7e	PUSH #1b7e
0bac	0110	13ab	PUSH #13ab
0bae	0312		SetPointCoordsInMeshXZ(POP2, POP1)
0baf	0100		CLEAR
0bb0	011c	0000	PUSH Bank0_16bit[0000]
0bb2	0110	063c	PUSH #063c
0bb4	0070		PUSH POP2 == POP1
0bb5	0201	0bbd	JUMPZ(POP1) 0bbd
0bb7	0100		CLEAR
0bb8	0110	0007	PUSH #0007
0bba	033e		SendSoundCommand(POP1)
0bbb	0200	0bd1	JUMP 0bd1
0bbd	0100		CLEAR
0bbe	0114	1a93	PUSH Bank0[0352].Bit(3)
0bc0	0201	0bd1	JUMPZ(POP1) 0bd1
0bc2	0100		CLEAR
0bc3	0114	1c2c	PUSH Bank0[0385].Bit(4)
0bc5	0201	0bd1	JUMPZ(POP1) 0bd1
0bc7	0100		CLEAR
0bc8	0114	1c29	PUSH Bank0[0385].Bit(1)
0bca	0017		PUSH !POP1
0bcb	0201	0bd1	JUMPZ(POP1) 0bd1
0bcd	0100		CLEAR
0bce	0110	0006	PUSH #0006
0bd0	033e		SendSoundCommand(POP1)
0bd1	0203		RETURN
0bd2	0100		CLEAR
0bd3	011c	0000	PUSH Bank0_16bit[0000]
0bd5	0110	04af	PUSH #04af
0bd7	0060		PUSH POP2 < POP1
0bd8	0201	0be2	JUMPZ(POP1) 0be2
0bda	0100		CLEAR
0bdb	0110	0032	PUSH #0032
0bdd	0110	0000	PUSH #0000
0bdf	0318		EnterFieldScene(POP2, POP1)
0be0	0200	0bf0	JUMP 0bf0
0be2	0100		CLEAR
0be3	011c	0000	PUSH Bank0_16bit[0000]
0be5	0110	04af	PUSH #04af
0be7	0061		PUSH POP2 > POP1
0be8	0201	0bf0	JUMPZ(POP1) 0bf0
0bea	0100		CLEAR
0beb	0110	0032	PUSH #0032
0bed	0110	0001	PUSH #0001
0bef	0318		EnterFieldScene(POP2, POP1)
0bf0	0203		RETURN
0bf1	0100		CLEAR
0bf2	0119	0002	PUSH Bank1[0002]
0bf4	0110	0040	PUSH #0040
0bf6	0333		Op333(POP2, POP1)
0bf7	0100		CLEAR
0bf8	0119	0002	PUSH Bank1[0002]
0bfa	0347		ActiveEntity.MoveToModel(POP1)
0bfb	0100		CLEAR
0bfc	0110	0004	PUSH #0004
0bfe	0110	0000	PUSH #0000
0c00	030e		ActiveEntity.PlayAnimation(POP2, POP1)
0c01	0100		CLEAR
0c02	0110	000f	PUSH #000f
0c04	0305		SetNumWaitFrames(POP1)
0c05	0306		Wait()
0c06	0100		CLEAR
0c07	0110	0002	PUSH #0002
0c09	0110	0001	PUSH #0001
0c0b	030e		ActiveEntity.PlayAnimation(POP2, POP1)
0c0c	0100		CLEAR
0c0d	0110	0001	PUSH #0001
0c0f	0307		SetControlsEnabled(POP1)
0c10	0203		RETURN
0c11	0100		CLEAR
0c12	0110	0005	PUSH #0005
0c14	0110	0000	PUSH #0000
0c16	030e		ActiveEntity.PlayAnimation(POP2, POP1)
0c17	0100		CLEAR
0c18	0110	000f	PUSH #000f
0c1a	0305		SetNumWaitFrames(POP1)
0c1b	0306		Wait()
0c1c	0100		CLEAR
0c1d	0110	0000	PUSH #0000
0c1f	0110	0001	PUSH #0001
0c21	030e		ActiveEntity.PlayAnimation(POP2, POP1)
0c22	0100		CLEAR
0c23	0119	0003	PUSH Bank1[0003]
0c25	0110	0050	PUSH #0050
0c27	0040		PUSH POP2 + POP1
0c28	0110	012c	PUSH #012c
0c2a	0353		Op353()
0c2b	0100		CLEAR
0c2c	0119	0003	PUSH Bank1[0003]
0c2e	0110	00c0	PUSH #00c0
0c30	0040		PUSH POP2 + POP1
0c31	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0c32	0100		CLEAR
0c33	0110	0001	PUSH #0001
0c35	0307		SetControlsEnabled(POP1)
0c36	0100		CLEAR
0c37	0110	0000	PUSH #0000
0c39	0307		SetControlsEnabled(POP1)
0c3a	0203		RETURN
0c3b	0100		CLEAR
0c3c	011b	0004	PUSH GetSpecial(0004)
0c3e	0110	0080	PUSH #0080
0c40	0040		PUSH POP2 + POP1
0c41	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0c42	0100		CLEAR
0c43	0110	0014	PUSH #0014
0c45	0303		ActiveEntity.SetMoveSpeed(POP1)
0c46	0100		CLEAR
0c47	0110	0005	PUSH #0005
0c49	0305		SetNumWaitFrames(POP1)
0c4a	0306		Wait()
0c4b	0100		CLEAR
0c4c	0110	0000	PUSH #0000
0c4e	0303		ActiveEntity.SetMoveSpeed(POP1)
0c4f	0100		CLEAR
0c50	0110	0000	PUSH #0000
0c52	0110	0000	PUSH #0000
0c54	032c		SetWindowParams(POP2, POP1)
0c55	0100		CLEAR
0c56	011b	0008	PUSH GetSpecial(0008)
0c58	0110	0000	PUSH #0000
0c5a	0070		PUSH POP2 == POP1
0c5b	0201	0c6f	JUMPZ(POP1) 0c6f
0c5d	032d		WaitForWindowReady()
0c5e	0100		CLEAR
0c5f	0110	001e	PUSH #001e
0c61	0110	00a0	PUSH #00a0
0c63	0110	0104	PUSH #0104
0c65	0110	0029	PUSH #0029
0c67	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
0c68	032d		WaitForWindowReady()
0c69	0100		CLEAR
0c6a	0110	0031	PUSH #0031
0c6c	0325		SetWindowMessage(POP1)
0c6d	0200	0ca1	JUMP 0ca1
0c6f	0100		CLEAR
0c70	011b	0008	PUSH GetSpecial(0008)
0c72	0110	0001	PUSH #0001
0c74	0070		PUSH POP2 == POP1
0c75	0201	0c89	JUMPZ(POP1) 0c89
0c77	032d		WaitForWindowReady()
0c78	0100		CLEAR
0c79	0110	0050	PUSH #0050
0c7b	0110	00a0	PUSH #00a0
0c7d	0110	00b4	PUSH #00b4
0c7f	0110	0029	PUSH #0029
0c81	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
0c82	032d		WaitForWindowReady()
0c83	0100		CLEAR
0c84	0110	0032	PUSH #0032
0c86	0325		SetWindowMessage(POP1)
0c87	0200	0ca1	JUMP 0ca1
0c89	0100		CLEAR
0c8a	011b	0008	PUSH GetSpecial(0008)
0c8c	0110	0002	PUSH #0002
0c8e	0070		PUSH POP2 == POP1
0c8f	0201	0ca1	JUMPZ(POP1) 0ca1
0c91	032d		WaitForWindowReady()
0c92	0100		CLEAR
0c93	0110	0023	PUSH #0023
0c95	0110	00a0	PUSH #00a0
0c97	0110	00fa	PUSH #00fa
0c99	0110	0029	PUSH #0029
0c9b	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
0c9c	032d		WaitForWindowReady()
0c9d	0100		CLEAR
0c9e	0110	0033	PUSH #0033
0ca0	0325		SetWindowMessage(POP1)
0ca1	032e		WaitForMessageAcknowledge()
0ca2	0100		CLEAR
0ca3	0110	0001	PUSH #0001
0ca5	0307		SetControlsEnabled(POP1)
0ca6	0100		CLEAR
0ca7	0110	0001	PUSH #0001
0ca9	032b		SetRandomEncountersEnabled(POP1)
0caa	0203		RETURN
0cab	0100		CLEAR
0cac	0110	0004	PUSH #0004
0cae	0110	0000	PUSH #0000
0cb0	0333		Op333(POP2, POP1)
0cb1	0100		CLEAR
0cb2	011b	0004	PUSH GetSpecial(0004)
0cb4	0110	0080	PUSH #0080
0cb6	0040		PUSH POP2 + POP1
0cb7	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0cb8	0100		CLEAR
0cb9	0110	0014	PUSH #0014
0cbb	0303		ActiveEntity.SetMoveSpeed(POP1)
0cbc	0100		CLEAR
0cbd	0110	0005	PUSH #0005
0cbf	0305		SetNumWaitFrames(POP1)
0cc0	0306		Wait()
0cc1	0100		CLEAR
0cc2	0110	0000	PUSH #0000
0cc4	0303		ActiveEntity.SetMoveSpeed(POP1)
0cc5	0100		CLEAR
0cc6	0110	001e	PUSH #001e
0cc8	0305		SetNumWaitFrames(POP1)
0cc9	0306		Wait()
0cca	0100		CLEAR
0ccb	0110	0000	PUSH #0000
0ccd	0110	0000	PUSH #0000
0ccf	032c		SetWindowParams(POP2, POP1)
0cd0	0100		CLEAR
0cd1	011b	0008	PUSH GetSpecial(0008)
0cd3	0110	0000	PUSH #0000
0cd5	0070		PUSH POP2 == POP1
0cd6	0201	0cea	JUMPZ(POP1) 0cea
0cd8	032d		WaitForWindowReady()
0cd9	0100		CLEAR
0cda	0110	003c	PUSH #003c
0cdc	0110	00a0	PUSH #00a0
0cde	0110	00c8	PUSH #00c8
0ce0	0110	0039	PUSH #0039
0ce2	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
0ce3	032d		WaitForWindowReady()
0ce4	0100		CLEAR
0ce5	0110	0026	PUSH #0026
0ce7	0325		SetWindowMessage(POP1)
0ce8	0200	0d02	JUMP 0d02
0cea	0100		CLEAR
0ceb	011b	0008	PUSH GetSpecial(0008)
0ced	0110	0001	PUSH #0001
0cef	0070		PUSH POP2 == POP1
0cf0	0201	0d02	JUMPZ(POP1) 0d02
0cf2	032d		WaitForWindowReady()
0cf3	0100		CLEAR
0cf4	0110	0032	PUSH #0032
0cf6	0110	00a0	PUSH #00a0
0cf8	0110	00dc	PUSH #00dc
0cfa	0110	0029	PUSH #0029
0cfc	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
0cfd	032d		WaitForWindowReady()
0cfe	0100		CLEAR
0cff	0110	0028	PUSH #0028
0d01	0325		SetWindowMessage(POP1)
0d02	032e		WaitForMessageAcknowledge()
0d03	0100		CLEAR
0d04	0110	001e	PUSH #001e
0d06	0305		SetNumWaitFrames(POP1)
0d07	0306		Wait()
0d08	0100		CLEAR
0d09	011b	0004	PUSH GetSpecial(0004)
0d0b	0110	0080	PUSH #0080
0d0d	0040		PUSH POP2 + POP1
0d0e	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0d0f	0100		CLEAR
0d10	0110	0000	PUSH #0000
0d12	0110	0000	PUSH #0000
0d14	032c		SetWindowParams(POP2, POP1)
0d15	0100		CLEAR
0d16	011b	0008	PUSH GetSpecial(0008)
0d18	0110	0000	PUSH #0000
0d1a	0070		PUSH POP2 == POP1
0d1b	0201	0d2f	JUMPZ(POP1) 0d2f
0d1d	032d		WaitForWindowReady()
0d1e	0100		CLEAR
0d1f	0110	0046	PUSH #0046
0d21	0110	00a0	PUSH #00a0
0d23	0110	00b4	PUSH #00b4
0d25	0110	0039	PUSH #0039
0d27	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
0d28	032d		WaitForWindowReady()
0d29	0100		CLEAR
0d2a	0110	0027	PUSH #0027
0d2c	0325		SetWindowMessage(POP1)
0d2d	0200	0d47	JUMP 0d47
0d2f	0100		CLEAR
0d30	011b	0008	PUSH GetSpecial(0008)
0d32	0110	0001	PUSH #0001
0d34	0070		PUSH POP2 == POP1
0d35	0201	0d47	JUMPZ(POP1) 0d47
0d37	032d		WaitForWindowReady()
0d38	0100		CLEAR
0d39	0110	0037	PUSH #0037
0d3b	0110	00a0	PUSH #00a0
0d3d	0110	00d2	PUSH #00d2
0d3f	0110	0039	PUSH #0039
0d41	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
0d42	032d		WaitForWindowReady()
0d43	0100		CLEAR
0d44	0110	0029	PUSH #0029
0d46	0325		SetWindowMessage(POP1)
0d47	032e		WaitForMessageAcknowledge()
0d48	0100		CLEAR
0d49	0114	03f1	PUSH Bank0[007e].Bit(1)
0d4b	0110	0000	PUSH #0000
0d4d	00e0		WRITE BANK POP2 = POP1
0d4e	0100		CLEAR
0d4f	0110	0001	PUSH #0001
0d51	032b		SetRandomEncountersEnabled(POP1)
0d52	0100		CLEAR
0d53	0110	0001	PUSH #0001
0d55	0307		SetControlsEnabled(POP1)
0d56	0203		RETURN
0d57	0100		CLEAR
0d58	0110	0004	PUSH #0004
0d5a	0110	0000	PUSH #0000
0d5c	0333		Op333(POP2, POP1)
0d5d	0100		CLEAR
0d5e	0110	0000	PUSH #0000
0d60	0110	0000	PUSH #0000
0d62	032c		SetWindowParams(POP2, POP1)
0d63	0100		CLEAR
0d64	011b	0008	PUSH GetSpecial(0008)
0d66	0110	0000	PUSH #0000
0d68	0070		PUSH POP2 == POP1
0d69	0201	0d82	JUMPZ(POP1) 0d82
0d6b	032d		WaitForWindowReady()
0d6c	0100		CLEAR
0d6d	0110	003c	PUSH #003c
0d6f	0110	00a0	PUSH #00a0
0d71	0110	00c8	PUSH #00c8
0d73	0110	0049	PUSH #0049
0d75	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
0d76	0100		CLEAR
0d77	0110	002b	PUSH #002b
0d79	0110	0002	PUSH #0002
0d7b	0110	0003	PUSH #0003
0d7d	032d		WaitForWindowReady()
0d7e	0326		SetWindowPrompt(POP3, POP2, POP1)
0d7f	0327		WaitForPromptAcknowledge()
0d80	0200	0dbe	JUMP 0dbe
0d82	0100		CLEAR
0d83	011b	0008	PUSH GetSpecial(0008)
0d85	0110	0001	PUSH #0001
0d87	0070		PUSH POP2 == POP1
0d88	0201	0da1	JUMPZ(POP1) 0da1
0d8a	032d		WaitForWindowReady()
0d8b	0100		CLEAR
0d8c	0110	0019	PUSH #0019
0d8e	0110	00a0	PUSH #00a0
0d90	0110	010e	PUSH #010e
0d92	0110	0049	PUSH #0049
0d94	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
0d95	0100		CLEAR
0d96	0110	002d	PUSH #002d
0d98	0110	0002	PUSH #0002
0d9a	0110	0003	PUSH #0003
0d9c	032d		WaitForWindowReady()
0d9d	0326		SetWindowPrompt(POP3, POP2, POP1)
0d9e	0327		WaitForPromptAcknowledge()
0d9f	0200	0dbe	JUMP 0dbe
0da1	0100		CLEAR
0da2	011b	0008	PUSH GetSpecial(0008)
0da4	0110	0002	PUSH #0002
0da6	0070		PUSH POP2 == POP1
0da7	0201	0dbe	JUMPZ(POP1) 0dbe
0da9	032d		WaitForWindowReady()
0daa	0100		CLEAR
0dab	0110	003c	PUSH #003c
0dad	0110	00a0	PUSH #00a0
0daf	0110	00c8	PUSH #00c8
0db1	0110	0049	PUSH #0049
0db3	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
0db4	0100		CLEAR
0db5	0110	002f	PUSH #002f
0db7	0110	0002	PUSH #0002
0db9	0110	0003	PUSH #0003
0dbb	032d		WaitForWindowReady()
0dbc	0326		SetWindowPrompt(POP3, POP2, POP1)
0dbd	0327		WaitForPromptAcknowledge()
0dbe	0100		CLEAR
0dbf	011b	000c	PUSH GetSpecial(000c)
0dc1	0110	0002	PUSH #0002
0dc3	0070		PUSH POP2 == POP1
0dc4	0201	0e1c	JUMPZ(POP1) 0e1c
0dc6	0100		CLEAR
0dc7	0118	038c	PUSH Bank0[038c]
0dc9	011b	0009	PUSH GetSpecial(0009)
0dcb	00e0		WRITE BANK POP2 = POP1
0dcc	0100		CLEAR
0dcd	0118	0055	PUSH Bank0[0055]
0dcf	0017		PUSH !POP1
0dd0	0201	0dda	JUMPZ(POP1) 0dda
0dd2	0100		CLEAR
0dd3	0118	0055	PUSH Bank0[0055]
0dd5	0118	038c	PUSH Bank0[038c]
0dd7	00e0		WRITE BANK POP2 = POP1
0dd8	0200	0e1c	JUMP 0e1c
0dda	0100		CLEAR
0ddb	0118	0056	PUSH Bank0[0056]
0ddd	0017		PUSH !POP1
0dde	0201	0de8	JUMPZ(POP1) 0de8
0de0	0100		CLEAR
0de1	0118	0056	PUSH Bank0[0056]
0de3	0118	038c	PUSH Bank0[038c]
0de5	00e0		WRITE BANK POP2 = POP1
0de6	0200	0e1c	JUMP 0e1c
0de8	0100		CLEAR
0de9	0118	0057	PUSH Bank0[0057]
0deb	0017		PUSH !POP1
0dec	0201	0df6	JUMPZ(POP1) 0df6
0dee	0100		CLEAR
0def	0118	0057	PUSH Bank0[0057]
0df1	0118	038c	PUSH Bank0[038c]
0df3	00e0		WRITE BANK POP2 = POP1
0df4	0200	0e1c	JUMP 0e1c
0df6	0100		CLEAR
0df7	0118	0058	PUSH Bank0[0058]
0df9	0017		PUSH !POP1
0dfa	0201	0e04	JUMPZ(POP1) 0e04
0dfc	0100		CLEAR
0dfd	0118	0058	PUSH Bank0[0058]
0dff	0118	038c	PUSH Bank0[038c]
0e01	00e0		WRITE BANK POP2 = POP1
0e02	0200	0e1c	JUMP 0e1c
0e04	0100		CLEAR
0e05	0118	0055	PUSH Bank0[0055]
0e07	0118	0056	PUSH Bank0[0056]
0e09	00e0		WRITE BANK POP2 = POP1
0e0a	0100		CLEAR
0e0b	0118	0056	PUSH Bank0[0056]
0e0d	0118	0057	PUSH Bank0[0057]
0e0f	00e0		WRITE BANK POP2 = POP1
0e10	0100		CLEAR
0e11	0118	0057	PUSH Bank0[0057]
0e13	0118	0058	PUSH Bank0[0058]
0e15	00e0		WRITE BANK POP2 = POP1
0e16	0100		CLEAR
0e17	0118	0058	PUSH Bank0[0058]
0e19	0118	038c	PUSH Bank0[038c]
0e1b	00e0		WRITE BANK POP2 = POP1
0e1c	0203		RETURN
0e1d	0100		CLEAR
0e1e	0110	0000	PUSH #0000
0e20	0307		SetControlsEnabled(POP1)
0e21	0100		CLEAR
0e22	0110	0000	PUSH #0000
0e24	032b		SetRandomEncountersEnabled(POP1)
0e25	0100		CLEAR
0e26	0110	0003	PUSH #0003
0e28	0321		Op321(POP1)
0e29	0100		CLEAR
0e2a	0114	1c22	PUSH Bank0[0384].Bit(2)
0e2c	0017		PUSH !POP1
0e2d	0201	0ebe	JUMPZ(POP1) 0ebe
0e2f	032d		WaitForWindowReady()
0e30	0100		CLEAR
0e31	0110	0064	PUSH #0064
0e33	0110	00a0	PUSH #00a0
0e35	0110	0078	PUSH #0078
0e37	0110	0029	PUSH #0029
0e39	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
0e3a	0100		CLEAR
0e3b	0110	0000	PUSH #0000
0e3d	0110	0001	PUSH #0001
0e3f	032c		SetWindowParams(POP2, POP1)
0e40	032d		WaitForWindowReady()
0e41	0100		CLEAR
0e42	0110	0014	PUSH #0014
0e44	0325		SetWindowMessage(POP1)
0e45	0100		CLEAR
0e46	0110	0006	PUSH #0006
0e48	0110	0000	PUSH #0000
0e4a	030e		ActiveEntity.PlayAnimation(POP2, POP1)
0e4b	0100		CLEAR
0e4c	0110	0014	PUSH #0014
0e4e	0303		ActiveEntity.SetMoveSpeed(POP1)
0e4f	0100		CLEAR
0e50	0110	0028	PUSH #0028
0e52	0305		SetNumWaitFrames(POP1)
0e53	0306		Wait()
0e54	032d		WaitForWindowReady()
0e55	032d		WaitForWindowReady()
0e56	0100		CLEAR
0e57	0110	006e	PUSH #006e
0e59	0110	00a0	PUSH #00a0
0e5b	0110	0064	PUSH #0064
0e5d	0110	0029	PUSH #0029
0e5f	0324		SetWindowDimensions(POP4, POP3, POP2, POP1)
0e60	0100		CLEAR
0e61	0110	0000	PUSH #0000
0e63	0110	0001	PUSH #0001
0e65	032c		SetWindowParams(POP2, POP1)
0e66	032d		WaitForWindowReady()
0e67	0100		CLEAR
0e68	0110	0015	PUSH #0015
0e6a	0325		SetWindowMessage(POP1)
0e6b	0100		CLEAR
0e6c	0110	0000	PUSH #0000
0e6e	0110	0001	PUSH #0001
0e70	030e		ActiveEntity.PlayAnimation(POP2, POP1)
0e71	0100		CLEAR
0e72	0110	0014	PUSH #0014
0e74	0303		ActiveEntity.SetMoveSpeed(POP1)
0e75	0100		CLEAR
0e76	011b	0004	PUSH GetSpecial(0004)
0e78	0110	0080	PUSH #0080
0e7a	0040		PUSH POP2 + POP1
0e7b	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0e7c	0100		CLEAR
0e7d	011b	000d	PUSH GetSpecial(000d)
0e7f	0201	0e88	JUMPZ(POP1) 0e88
0e81	0100		CLEAR
0e82	0110	0001	PUSH #0001
0e84	0305		SetNumWaitFrames(POP1)
0e85	0306		Wait()
0e86	0200	0e7c	JUMP 0e7c
0e88	032d		WaitForWindowReady()
0e89	0100		CLEAR
0e8a	0110	0000	PUSH #0000
0e8c	0303		ActiveEntity.SetMoveSpeed(POP1)
0e8d	0100		CLEAR
0e8e	0110	000a	PUSH #000a
0e90	0305		SetNumWaitFrames(POP1)
0e91	0306		Wait()
0e92	0100		CLEAR
0e93	011b	0004	PUSH GetSpecial(0004)
0e95	0110	0080	PUSH #0080
0e97	0040		PUSH POP2 + POP1
0e98	0304		ActiveEntity.SetDirectionAndFacing(POP1)
0e99	0100		CLEAR
0e9a	0110	0007	PUSH #0007
0e9c	0110	0000	PUSH #0000
